BN,FPE,FormID,#,DoneeBN,DoneeName,Associated,City,Province,TotalGifts,GiftsinKind,PoliticalActivityGift,PoliticalActivityAmount
118852458RR0001,2024-11-30,27,000000002,140746686RR0001,FAMILIES MATTER SOCIETY OF CALGARY,N,CALGARY,AB,3000.0,,,
118852458RR0001,2024-11-30,27,000000003,108227927RR0001,YW CALGARY,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000004,106804669RR0001,TREILLIS SOCIETY,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000005,,THE PREP SOCIETY,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000006,798035515RR0001,SPIRIT NORTH,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000007,118963669RR0001,HOSPICE CALGARY SOCIETY,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000008,118927060RR0001,FOOTHILLS ACADEMY SOCIETY,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000009,892995390RR0001,FAMILIES OF ALBERTA CONDUCTIVE EDUCATION,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000010,898235759RR0001,CLOSER TO HOME COMMUNITY SERVICES,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000011,872923537RR0001,CALGARY PUBLIC LIBRARY FOUNDATION,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000012,890458417RR0001,BROWN BAGGING FOR CALGARY KIDS,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000013,140151259RR0001,BIG BROTHERS AND BIG SISTER OF CALGARY AND AREA,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000014,119217925RR0001,BETWEEN FRIENDS,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000015,118780378RR0001,ALBERTA BALLET,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000016,130084858RR0001,HULL SERVICES,N,CALGARY,AB,5250.0,,,
118852458RR0001,2024-11-30,27,000000017,106804669RR0001,TREILLIS SOCIETY FOR COMMUNITY IMPACT,N,CALGARY,AB,10000.0,,,
118852458RR0001,2024-11-30,27,000000018,826793283RR0001,LUNA CHILD & YOUTH ADVOCACY CENTRE,N,CALGARY,AB,10000.0,,,
118852458RR0001,2024-11-30,27,000000019,806342499RR0001,HELPING FAMILIES HANDLE CANCER,N,CALGARY,AB,10000.0,,,
118852458RR0001,2024-11-30,27,000000020,118830744RR0001,DIABETES CANADA,N,CALGARY,AB,10000.0,,,
118852458RR0001,2024-11-30,27,000000021,134112515RR0001,CUPS CALGARY SOCIETY,N,CALGARY,AB,10000.0,,,
118852458RR0001,2024-11-30,27,000000022,118831486RR0001,CROHN'SAND COLITIS CANADA,N,CALGARY,AB,10000.0,,,
118852458RR0001,2024-11-30,27,000000023,118823483RR0001,DISCOVERY HOUSE FAMILY VIOLENCE PREVENTION SOCIETY,N,CALGARY,AB,10000.0,,,
118852458RR0001,2024-11-30,27,000000024,118823749RR0001,CALGARY MEALS ON WHEELS,N,CALGARY,AB,10000.0,,,
118852458RR0001,2024-11-30,27,000000025,108091950RR0001,CALGARY COUNSELLING CENTRE,N,CALGARY,AB,10000.0,,,
118852458RR0001,2024-11-30,27,000000026,865288476RR0001,BASICALLY BABIES,N,CALGARY,AB,10000.0,,,
118852458RR0001,2024-11-30,27,000000027,862472230RR0001,"AUTISM, ASPERGERS FRIENDSHIP SOCIETY OF CALGARY",N,CALGARY,AB,12500.0,,,
118852458RR0001,2024-11-30,27,000000028,132824905RR0001,THE ALEX COMMUNITY HEALTH CENTRE,N,CALGARY,AB,14000.0,,,
118852458RR0001,2024-11-30,27,000000029,106831043RR0001,CALGARY QUEST CHILDREN'S SOCIETY SOCIETY,N,CALGARY,AB,14500.0,,,
118852458RR0001,2024-11-30,27,000000030,807282587RR0001,STEP BY STEP EARLY INTERVENTION SOCIETY,N,CALGARY,AB,15000.0,,,
118852458RR0001,2024-11-30,27,000000031,119156414RR0001,RADIANCE FAMILY SOCIETY,N,CALGARY,AB,15000.0,,,
118852458RR0001,2024-11-30,27,000000032,106914534RR0001,CHILDREN'S COTTAGE SOCIETY OF CALGARY,N,CALGARY,AB,15000.0,,,
118852458RR0001,2024-11-30,27,000000033,891313363RR001,PACEKIDS SOCIETY FOR CHILDREN'S WITH SPECIAL NEEDS,N,CALGARY,AB,5000.0,,,
118852458RR0001,2024-11-30,27,000000034,118823277RR0001,CALGARY CEREBRAL PALSY,N,CALGARY,AB,15000.0,,,
118852458RR0001,2024-11-30,27,000000035,106694169RR0001,EASTER SEALS ALBERTA,N,CALGARY,AB,20000.0,,,
118852458RR0001,2024-11-30,27,000000036,706183118RR0001,YOUTH CENTRES OF CALGARY,N,CALGARY,AB,21100.0,,,
118852458RR0001,2024-11-30,27,000000037,788073294RR0001,I CAN FOR KIDS,N,CALGARY,AB,60000.0,,,
118852458RR0001,2024-11-30,27,000000038,130373244RR0001,ALBERTA CHILDREN'S HOSPITAL FOUNDATION,N,CALGARY,AB,130000.0,,,
118852722RR0001,2024-06-30,27,000000005,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,1990.0,,,
118855360RR0001,2024-12-31,27,000000004,118962851,Hope Mission,N,Edmonton,AB,510.0,,,
118855360RR0001,2024-12-31,27,000000005,119162147,St. Albert Food Bank,N,St. Albert,AB,1635.0,,,
118856509RR0001,2024-12-31,27,000000003,107509507RR0001,INTERACT MINISTRIES,N,CROSSFIELD,AB,1640.0,,,
118856509RR0001,2024-12-31,27,000000009,119138527RR0001,SAMIRITANS PURSE,N,CALGARY,AB,120.0,,,
118856707RR0001,2024-12-31,27,000000001,806894390RR0001,CANADA INSTITUTE FOR HUMAN RIGHTS AND RELIGIOUS FREEDOM,N,CALGARY,AB,600.0,,,
118856749RR0001,2024-06-30,27,000000001,108223371RR0001,Wycliffe Bible Translators Canada,N,Calgary,AB,22600.0,,,
118856756RR0001,2024-12-31,27,000000001,824345607RR0001,The Worship Center,N,Grand Prairie,AB,7208.0,,,
118856756RR0001,2024-12-31,27,000000002,118780279RR0001,Alberta North West Territories of the PAOC,N,Edmonton,AB,15515.0,,,
118857028RR0001,2024-12-31,27,000000007,,Wycliffe Bible Translators,N,CALGARY,AB,1720.0,,,
118857036RR0001,2024-12-31,27,000000001,108223371RR0001,WYCLIFFE,N,CALGARY,AB,3964.0,,,
118857077RR0001,2024-12-31,27,000000001,108066663RR0001,ALBERTA MEN'S CENTRE,N,CALGARY,AB,378.0,,,
118857077RR0001,2024-12-31,27,000000002,882509003RR0001,CHAMPION CENTRE,N,BROOKS,AB,1867.0,,,
118857077RR0001,2024-12-31,27,000000003,131452393RR0001,RIVER PARK CHURCH,N,CALGARY,AB,900.0,,,
118857077RR0001,2024-12-31,27,000000004,888299427RR0001,CANTARA SAFE HOUSE,N,BROOKS,AB,1047.0,,,
118857077RR0001,2024-12-31,27,000000005,108085911RR0001,THE UNIVERSITY KING'S COLLEGE,N,EDMONTON,AB,691.0,,,
118857077RR0001,2024-12-31,27,000000006,893402867RR0001,NEWELL CHRISTIAN COUNSELLING SERVICES,N,BROOKS,AB,4624.0,,,
118857077RR0001,2024-12-31,27,000000007,132825217RR0001,NEWELL CHRISTIAN SCHOOL SOCIETY,N,BROOKS,AB,1668.0,,,
118857077RR0001,2024-12-31,27,000000009,119156164RR0001,CROSSROADS CLINIC ASSOCIATION,N,BROOKS,AB,6037.0,,,
118857077RR0001,2024-12-31,27,000000010,129815882RR0001,CHRISTIAN REFORMED CHURCH OF NORTH AMERICA,N,BURLINGTON,AB,17240.0,,,
118857077RR0001,2024-12-31,27,000000011,859707630RR0001,CLASSIS ALBERTA SOUTH AND SASKATCHEWAN,N,LETHBRIDGE,AB,6628.0,,,
118857077RR0001,2024-12-31,27,000000012,123313660RR0001,REDEEMER UNIVERSITY,N,BROOKS,AB,1412.0,,,
118857077RR0001,2024-12-31,27,000000013,871433561RR0001,REHOBOTH CHRISTIAN MINISTRY,N,CALGARY,AB,947.0,,,
118857077RR0001,2024-12-31,27,000000014,884959024RR0001,BROOKS FOOD BANK,N,BROOKS,AB,2154.0,,,
118857077RR0001,2024-12-31,27,000000016,863616843RR0001,BRIDGES OF HOPE,N,LETHBRIDGE,AB,650.0,,,
118857150RR0001,2024-12-31,27,000000031,108223371RR0001,WYCLIFFE CANADA,N,CALGARY,AB,422.0,,,
118857168RR0001,2024-06-30,27,000000001,108223371RR0001,WYCLIFFE BIBLE TRANSLATORS OF CANADA INC.,N,CALGARY,AB,2153.0,,,
118857275RR0001,2024-12-31,27,000000016,119138527RR0001,SAMARITAN'S PURSE CANADA,N,,AB,1330.0,,,
118857291RR0001,2024-06-30,27,000000001,119162147RR0001,St Albert Community Village and Food Bank Society,N,St Albert,AB,665.0,,,
118857291RR0001,2024-06-30,27,000000002,107951618RR0001,Salvation Army - Alberta and Northern Territories,N,Edmonton,AB,2749.0,,,
118857291RR0001,2024-06-30,27,000000003,118857754RR0001,Christian Senior Citizens Home Society of Northern Alberta,N,Edmonton,AB,240.0,,,
118857291RR0001,2024-06-30,27,000000004,874532518RR0001,The Mustard Seed Foundation,N,Calgary,AB,962.0,,,
118857291RR0001,2024-06-30,27,000000006,803249770RR0001,St Albert Sturgeon Hospice Association,N,St Albert,AB,1094.0,,,
118857291RR0001,2024-06-30,27,000000007,118808799RR0001,Boys & Girls Clubs Big Brothers Big Sisters of Edmonton,N,Edmonton,AB,263.0,,,
118857291RR0001,2024-06-30,27,000000010,813009743RR0001,Classis Alberta North of the Christian Reformed Church,N,Edmonton,AB,7790.0,,,
118857291RR0001,2024-06-30,27,000000012,119114809RR0001,Rehoboth Christian Ministries Association,N,Acheson,AB,981.0,,,
118857291RR0001,2024-06-30,27,000000013,131433963RR0001,Edmonton Society for Christian Education,N,Edmonton,AB,178.0,,,
118857291RR0001,2024-06-30,27,000000014,118962851RR0001,Hope Mission,N,Edmonton,AB,2835.0,,,
118857291RR0001,2024-06-30,27,000000016,864264122RR0001,Shiloh Rebman Youth Ranch Society,N,Edmonton,AB,884.0,,,
118857291RR0001,2024-06-30,27,000000017,119074623RR0001,Outreach for Life Association of Edmonton,N,Edmonton,AB,455.0,,,
118857291RR0001,2024-06-30,27,000000019,871308235RR0001,Edmonton Native Healing Centre Society,N,Edmonton,AB,792.0,,,
118857341RR0001,2024-12-31,27,000000001,108223371RR0001,Wycliffe Bible Translators,N,Calgary,AB,1201.0,,,
118857390RR0001,2024-12-31,27,000000002,119138527RR0001,THE SAMARITAN'S PURSE - CANADA,N,CALGARY,AB,3386.0,,,
118857663RR0001,2024-12-31,27,000000001,,The Mustard Seed,N,Red Deer,AB,500.0,,,
118857754RR0001,2024-12-31,27,000000002,131558140RR0001,E4C,N,EDMONTON,AB,3923.0,,,
118857754RR0001,2024-12-31,27,000000003,874532518RR0001,MUSTARD SEED,N,EDMONTON,AB,863.0,,,
118857754RR0001,2024-12-31,27,000000004,118962851RR0001,HOPE MISSION,N,EDMONTON,AB,863.0,,,
118858190RR0001,2024-12-31,27,000000001,119004810RR0001,LUTHERAN ASSOCIATION OF MISSIONARIES & PILOTS,N,EDMONTON,AB,777.0,,,
118858190RR0001,2024-12-31,27,000000008,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,109.0,,,
118858265RR0001,2024-12-31,27,000000002,106966575RR0001,CONCORDIA LUTHERAN SEMINARY,N,EDMONTON,AB,285.0,,,
118858331RR0001,2024-12-31,27,000000001,,LAMP CANADA,N,EDMONTON,AB,200.0,,,
118858562RR0001,2024-12-31,27,000000001,130167349RR0001,Calgary Food Bank,N,Calgary,AB,420.0,420.0,,
118858562RR0001,2024-12-31,27,000000002,874532518RR0001,The Mustard Seed,N,Calgary,AB,420.0,420.0,,
118858562RR0001,2024-12-31,27,000000003,129539086RR0001,McDougall United Church,N,Calgary,AB,16855.0,16855.0,,
118858562RR0001,2024-12-31,27,000000004,118812809RR0002,Van Es Camp & Conference Centre,Y,Edmonton,AB,1000.0,1000.0,,
118858562RR0001,2024-12-31,27,000000005,118812809RR0001,The Board of Elders of the Canadian District of the Moravian,Y,CALGARY,AB,36708.0,36708.0,,
118858901RR0001,2024-12-31,27,000000001,130559404RR0001,SYNOD OF ALBERTA AND THE TERRITORIES,Y,EDMONTON,AB,1200.0,,,
118859180RR0001,2024-12-31,27,000000006,108223371RR0001,WYCLIFFE BIBLE TRANSLATORS OF CANADA,N,CALGARY,AB,2000.0,,,
118859925RR0001,2024-10-31,27,000000003,889573598RR0001,CAMPBELL RIVER FOOD BANK,N,CAMPBELL RIVER,AB,500.0,,,
118859925RR0001,2024-10-31,27,000000005,106830342RR0001,CALGARY CHURCH OF CHRIST,N,CALGARY,AB,3500.0,,,
118860220RR0001,2024-03-31,27,000000001,106836612RR0001,CAMROSE WOMEN'S SHELTER SOCIETY,N,CAMROSE,AB,1000.0,,,
118860220RR0001,2024-03-31,27,000000003,862866266RR0001,RESURRECTION LUTHERAN BETHREN OF CAMROSE,N,CAMROSE,AB,300.0,,,
118860220RR0001,2024-03-31,27,000000004,107951618RR0133,SALVATION ARMY WETASKIWIN,N,WETASKIWIN,AB,350.0,,,
118860220RR0001,2024-03-31,27,000000005,815378997RR0001,KIDS CAMPUS DAYCARE SOCIETY,N,CAMROSE,AB,1500.0,,,
118860220RR0001,2024-03-31,27,000000006,107422586RR0001,CANADIAN CHURCH OD GOD MINISTRIES,N,CAMROSE,AB,24508.0,,,
118860220RR0001,2024-03-31,27,000000007,890404767RR0001,CAMROSE NEIGHBOR AID CENTRE,N,CAMROSE,AB,2000.0,,,
118860220RR0001,2024-03-31,27,000000008,863352522RR0001,CAMROSE OPEN DOOR,N,CAMROSE,AB,750.0,,,
118860279RR0001,2024-12-31,27,000000002,140729153,Central Charities,Y,Pincher Creek,AB,1022814.0,,,
118860378RR0001,2024-12-31,27,000000006,108223371RR0001,Wycliffe Bible Translators,N,Calgary,AB,1580.0,,,
118860378RR0001,2024-12-31,27,000000007,119156164RR0001,Crossroads Clinic,N,Brooks,AB,1010.0,,,
118860378RR0001,2024-12-31,27,000000008,106718661RR0001,Apostolic Church of Pentecost in Canada,N,Calgary,AB,480.0,,,
118860493RR0001,2024-12-31,27,000000002,140729153,Central Charities,Y,Pincher Creek,AB,85816.0,0.0,,
118860501RR0001,2024-12-31,27,000000002,140729153RR0001,CENTRAL CHARITIES BOARD,Y,STETTLER,AB,180135.0,,,
118860543RR0001,2024-12-31,27,000000001,140729153RR0001,CENTRAL CHARITIES BOARD,Y,STETTLER,AB,244593.0,,,
118860568RR0001,2024-12-31,27,000000001,131520215RR0001,ROSEDALE CHURCH - RIDGEVALLEY HOME,N,CROOKED CREEK,AB,5160.0,,,
118860568RR0001,2024-12-31,27,000000002,140729153RR0001,CENTRAL CHARITIES BOARD,Y,STETTLER,AB,168855.0,,,
118860592RR0001,2024-12-31,27,000000002,140729153RR0001,CENTRAL CHARITIES CANADA,Y,PINCHER CREEK,AB,261112.0,,,
118860600RR0001,2024-12-31,27,000000001,140729153RR0001,Central Charities Canada,Y,Pincher Creek,AB,228469.0,,,
118860618RR0001,2024-12-31,27,000000001,118860618RR0001,Central Charities Canada,Y,Pincher Creek,AB,224059.0,,,
118860709RR0001,2024-12-31,27,000000002,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,150.0,,,
118860709RR0001,2024-12-31,27,000000008,108223371RR0001,WYCLIFFE BIBLE TRANSLATORS,N,CALGARY,AB,500.0,,,
118860709RR0001,2024-12-31,27,000000012,738700335RR0001,FURAHA AFRICAN RELIEF ASSOCIATION,N,WEASKIWIN,AB,1296.0,,,
118860709RR0001,2024-12-31,27,000000013,107422586RR0001,CANADIAN CHURCH OF GOD MINISTRIES,N,CAMROSE,AB,1800.0,,,
118860741RR0001,2024-12-31,27,000000003,119138527RR0001,Samaritan's Purse,N,Calgary,AB,980.0,,,
118860881RR0001,2024-06-30,27,000000001,118860899RR0001,THE CANADIAN DISTRICT OF THE CHURCH OF GOD (SEVENTH DAY),Y,BEISEKER,AB,30000.0,,,
118860931RR0001,2024-12-31,27,000000004,107422586RR0001,Canadian Church of God Ministers,Y,Camrose,AB,4800.0,,,
118862903RR0001,2024-12-31,27,000000001,130167349RR0001,Calgary Food Bank,N,Calgary,AB,50.0,,,
118863117RR0001,2024-05-31,27,000000001,108081597RR0001,MISSIONS TO THE CZECH REPUBLIC-TEAM,N,CALGARY,AB,900.0,,,
118863117RR0001,2024-05-31,27,000000005,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,900.0,,,
118863117RR0001,2024-05-31,27,000000008,,WYCLIFFE BIBLE TRANSLATORS,N,CALGARY,AB,1500.0,,,
118863471RR0001,2024-04-30,27,000000001,,YOUTH FOR CHRIST WESTLOCK ASSOCIATION,N,WESTLOCK,AB,1200.0,,,
118863471RR0001,2024-04-30,27,000000003,,CHURCH OF THE NAZARENE CANADA WEST DISTRICT,Y,AIRDRIE,AB,4816.0,,,
118863612RR0001,2024-04-30,27,000000004,108223371RR0001,Wycliffe Canada,N,Calgary,AB,3600.0,,,
118864842RR0001,2024-12-31,27,000000021,832018279RR0001,DIABETES CANADA,N,EDMONTON,AB,3500.0,,,
118866441RR0001,2024-12-31,27,000000001,139484828RR0001,PALLISER REGIONAL SCHOOL DIVISION #26,N,COALDALE,AB,5000.0,,,
118866441RR0001,2024-12-31,27,000000002,108125717RR0001,TOWN OF COALDALE,N,COALDALE,AB,3000.0,,,
118866441RR0001,2024-12-31,27,000000003,132962861RR0001,GREEN ACRES FOUNDATION,N,LETHBRIDGE,AB,4000.0,,,
118866441RR0001,2024-12-31,27,000000004,833004047RR0001,THE COALDALE AND DISTRICT HANDI-RIDE ASSOCIATION LTD,N,COALDALE,AB,25000.0,,,
118866441RR0001,2024-12-31,27,000000005,890978539RR0001,COALDALE COMMUNITY FOOD BANK,N,COALDALE,AB,5000.0,,,
118866458RR0001,2024-10-31,27,000000002,847100849RR0001,CAMP EVERGREEN MENNONITE BRETHREN MINISTRIES,N,SUNDRE,AB,575.0,,,
118866458RR0001,2024-10-31,27,000000003,141054502RR0001,STREETS ALIVE FAMILY SUPPORT ASSOCIATION,N,LETHBRIDGE,AB,50.0,,,
118866458RR0001,2024-10-31,27,000000006,890978539RR0001,COALDALE & COMMUNITY FOOD BANK SOCIETY,N,COALDALE,AB,4500.0,,,
118866458RR0001,2024-10-31,27,000000007,108070822RR0001,ALBERTA CONFERENCE OF MENNONITE BRETHREN CHURCHES,N,CALGARY,AB,15000.0,,,
118866466RR0001,2024-12-31,27,000000001,831455399RR0001,THE LETHBRIDGE SOUP KITCHEN,N,LETHBRIDGE,AB,2000.0,,,
118866466RR0001,2024-12-31,27,000000004,119157345RR0001,SOUTHERN ALBERTA BIBLE CAMP,N,LOMOND,AB,1000.0,,,
118866466RR0001,2024-12-31,27,000000005,890978539RR0001,COALDALE COMMUNITY FOOD BANK SOCIETY,N,COALDALE,AB,2000.0,,,
118866466RR0001,2024-12-31,27,000000006,833004047RR0001,COALDALE & DISTRICT HANDI-RIDE ASSOCIATION,N,COALDALE,AB,1000.0,,,
118866466RR0001,2024-12-31,27,000000007,141054502RR0001,STREETS ALIVE FAMILY SUPPORT ASSOCIATION,N,LETHBRIDGE,AB,2000.0,,,
118866466RR0001,2024-12-31,27,000000009,107690844RR0001,MENNONITE CENTRAL COMMITTEE,N,CALGARY,AB,2000.0,,,
118866573RR0001,2024-12-31,27,000000002,108223371RR0001,WYCLIFFE BIBLE TRANSLATORS OF CANADA INC.,N,CALGARY,AB,14120.0,,,
118867266RR0001,2024-09-30,27,000000001,139764476RR0001,COVENANT HEALTH,N,EDMONTON,AB,49900.0,,,
118867266RR0001,2024-09-30,27,000000002,130318041RR0001,ALBERTA LUNG,N,EDMONTON,AB,3134.0,,,
118867266RR0001,2024-09-30,27,000000003,719859480RR0001,VETERANS ASSOCIATION FOOD BANK,N,CALGARY,AB,3125.0,,,
118867266RR0001,2024-09-30,27,000000004,863478467RR0001,SECOND CHANCE ANIMAL RESCUE,N,ATHABASCA,AB,3125.0,,,
118867266RR0001,2024-09-30,27,000000005,119231066RR0001,EDMONTON HUMANE SOCIETY,N,EDMONTON,AB,3125.0,,,
118867266RR0001,2024-09-30,27,000000006,881461818RR0001,ZEBRA CHILD & YOUTH ADVOCACY CENTRE SOCIETY,N,EDMONTON,AB,3125.0,,,
118867266RR0001,2024-09-30,27,000000007,802933267RR0001,VALOUR PLACE SOCIETY,N,EDMONTON,AB,3125.0,,,
118867399RR0001,2024-12-31,27,000000002,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,345.0,,,
118867415RR0001,2024-08-31,27,000000001,119287571RR0001,Wainwright Cemetary Assoc.,N,Wainwright,AB,2000.0,,,
118868082RR0001,2024-12-31,27,000000003,118781699RR0001,The Evangelical Covenant Church of Canada,N,Strathmore,AB,25685.0,,,
118868173RR0001,2024-12-31,27,000000002,119138527RR0001,SAMARITAN'S PURSE CANADA,Y,CALGARY,AB,100.0,,,
118868215RR0001,2024-09-30,27,000000010,108223371RR0001,"WYCLIFFE BIBLE TRANSLATORS OF CANADA, INC.",N,CALGARY,AB,1973.0,,,
118868215RR0001,2024-09-30,27,000000011,107509507RR0001,INTERACT MINISTRIES,N,CROSSFIELD,AB,500.0,,,
118868215RR0001,2024-09-30,27,000000012,108081597RR0001,THE EVANGELICAL ALLIANCE MISSION OF CANADA,N,CALGARY,AB,14010.0,,,
118870252RR0001,2024-01-31,27,000000003,119138527RR0001,SAMARITIAN'S PURSE,N,CALGARY,AB,630.0,,,
118870336RR0001,2024-12-31,27,000000006,897377065RR0001,THE MIRACLE CHANNEL ASSOCIATION,N,LETHBRIDGE,AB,3190.0,,,
118870336RR0001,2024-12-31,27,000000007,119032357RR0001,THE MARANATHA EVANGELISTIC ASSOCIATION,N,CALGARY,AB,1400.0,,,
118870435RR0001,2024-06-30,27,000000002,108223371RR0001,Wycliffe Bible Translators of Canada Inc.,N,Calgary,AB,404.0,,,
118871490RR0001,2024-12-31,27,000000007,108223371RR0001,WYCLIFFE BIBLE TRANSLATORS OF CANADA INC,,CALGARY,AB,6000.0,,,
118873926RR0001,2024-12-31,27,000000001,841248958RR0001,"Okotoks, Alberta Congregation of Jehovah's Witnesses",Y,Okotoks,AB,7138.0,,,
118875707RR0001,2024-12-31,27,000000004,108081597RR0001,TEAM OF CANADA,N,CALGARY,AB,7500.0,,,
118875707RR0001,2024-12-31,27,000000011,107383721RR0001,FIRST ALLIANCE CHURCH,N,CALGARY,AB,12374.0,,,
118875707RR0001,2024-12-31,27,000000013,118880038RR0001,CROSS COUNTRY CHRISTIAN ENTERPRISES,N,CALGARY,AB,16500.0,,,
118875707RR0001,2024-12-31,27,000000020,129987970RR0001,BAPTIST GENERAL CONFERENCE OF CANADA,N,EDMONTON,AB,6000.0,,,
118875855RR0001,2024-12-31,27,000000001,,JAPSER ANGLICAN CHURCH,N,JASPER,AB,300.0,,,
118876325RR0001,2024-12-31,27,000000001,118810829RR0001,BISSELL,N,EDMONTON,AB,500.0,,,
118876325RR0001,2024-12-31,27,000000002,129537437RR0001,YOUTH EMPOWERMENT,N,EDMONTON,AB,500.0,,,
118876325RR0001,2024-12-31,27,000000005,118813328RR0001,BON ACCORD GIBBONS FOOD BANK,N,GIBBONS,AB,500.0,,,
118876325RR0001,2024-12-31,27,000000006,108154808RR0001,ST. ANDREW'S COLLEGE,Y,EDMONTON,AB,500.0,,,
118877273RR0001,2024-03-31,27,000000001,888098449RR0001,ALBERTA DIABETES FOUNDATION,N,EDMONTON,AB,25000.0,,,
118877414RR0001,2024-12-31,27,000000002,119138527RR0001,Samaritans Purse,N,Calgary,AB,280.0,0.0,,
118877471RR0001,2024-12-31,27,000000032,107995698RR0001,SOUTHER ALBERTA ART CALLERY,N,LETHBRIDGE,AB,2815.0,,,
118877760RR0001,2024-12-31,27,000000001,119242980RR0001,The Loyal Edmonton Regiment Museum Foundation,N,Edmonton,AB,150.0,,,
118877760RR0001,2024-12-31,27,000000003,134413525RR0001,Beaverhill Bird Observatory Society,N,Edmonton,AB,100.0,,,
118877760RR0001,2024-12-31,27,000000004,893492371RR0001,Wildlife Rehabilitation Society of Edmonton,N,Edmonton,AB,100.0,,,
118878271RR0001,2024-12-31,27,000000004,119138527RR0001,Samaritan's Purse,N,Calgary,AB,25000.0,,,
118878271RR0001,2024-12-31,27,000000007,119091031RR0001,"Home Church - Red Deer, Alberta",N,Red Deer County,AB,12115.0,,,
118878271RR0001,2024-12-31,27,000000010,106718861RR0001,Apostolic Church of Pentecost,N,Calgary,AB,26350.0,,,
118878669RR0001,2024-12-31,27,000000001,799224951RR0001,GIDEONS CANADA,N,CALGARY,AB,1200.0,,,
118878669RR0001,2024-12-31,27,000000002,854133287RR0001,PALM MINISTRY ASSOCIATION,N,EDMONTON,AB,74.0,,,
118879568RR0001,2024-12-31,27,000000001,119120335RR0001,RIVERDALE CONGREGATION OF JEHOVAH'S WITNESSES,Y,Medicine Hat,AB,10402.0,,,
118879618RR0001,2024-12-31,27,000000002,108070822RR0001,CAMP EVERGREEN,Y,SUNDRIE,AB,800.0,,,
118879618RR0001,2024-12-31,27,000000003,859504524RR0001,PRAIRIE GLEANERS,Y,MEDICINE HAT,AB,250.0,,,
118879618RR0001,2024-12-31,27,000000008,108070822RR0001,ALBERTA CONFERENCE OF MENNONITE BRETHREN CHURCHES,Y,CALGARY,AB,2200.0,,,
118879923RR0001,2024-12-31,27,000000013,106846819RR0001,ALBERTA GUIDE DOGS,N,EDMONTON,AB,1000.0,,,
118880202RR0001,2024-04-30,27,000000001,864466933RR0001,CIAM MEDIA & BROADCASTING,N,FORT VERMILION,AB,3840.0,,,
118880202RR0001,2024-04-30,27,000000003,118777309RR0001,ACTION INTERNATIONAL,N,CALGARY,AB,3840.0,,,
118880202RR0001,2024-04-30,27,000000007,108223371RR0001,WYCLIFFE BIBLE TRANSLATORS,N,CALGARY,AB,3840.0,,,
118880590RR0001,2024-12-31,27,000000001,119288918RR1333,College Park Congregation of Jehovah's Witnesses,N,Grande Prairie,AB,10424.0,,,
118881754RR0001,2024-12-31,27,000000004,108223371RR0001,Wycliff Bible Translators of Canada,N,Calgary,AB,9000.0,,,
118882133RR0001,2024-12-31,27,000000001,130167349RR0001,CALGARY FOOD BANK,N,CALGARY,AB,70000.0,,,
118882133RR0001,2024-12-31,27,000000006,119050102RR0001,THE MUSTARD SEED,N,CALGARY,AB,70000.0,,,
118882133RR0001,2024-12-31,27,000000007,135820496RR0001,HABITAT FOR HUMANITY,N,CALGARY,AB,30000.0,,,
118882133RR0001,2024-12-31,27,000000008,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,500.0,,,
118882208RR0001,2024-08-31,27,000000002,886802594RR0001,PEACE MENNONITE CHURCH (LA CRETE),N,LACRETE,AB,5823.0,,,
118883545RR0001,2024-07-31,27,000000001,108077443RR0001,CALGARY FOUNDATION,,CALGARY,AB,20000.0,,,
118883867RR0001,2024-12-31,27,000000014,129987970RR0001,BAPTIST GENERAL CONFERENCE OF CANADA,N,EDMONTON,AB,17415.0,,,
118884402RR0001,2024-12-31,27,000000006,107509507RR0001,INTERACT MINISTIRES OF CANADA,N,CROSSFIELD,AB,1320.0,,,
118884873RR0001,2024-12-31,27,000000001,,House of Refuge Mission,N,Edmonton,AB,1000.0,0.0,,
118884873RR0001,2024-12-31,27,000000002,,WINGS of Providence,N,Edmonton,AB,1500.0,,,
118884873RR0001,2024-12-31,27,000000003,,Bissell Centre,N,Edmonton,AB,1500.0,,,
