"BN/Registration number","Fiscal period end","Form ID","500","505","510","515","520","525","530","535","540","545","550","555","560","565","580"
"119026441RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$2413.00
"119026557RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Advertising Materials",$895.00
"119026581RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$5040.00
"119027084RR0001",2024-3-31 00:00:00,"27","Y",,,,,,"Y",,,,,,,,$113368.00
"119027217RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","DOOR PRIZE",$365.00
"119027563RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","dishwasher, garden ornaments for golf tournament fundraiser",$1127.00
"119027936RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","STORAGE UNIT",$2070.00
"119027985RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,,,$0.00
"119028942RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","CADEAUX POUR ENCAN SILENCIE",$34369.00
"119029122RR0001",2024-12-31 00:00:00,"27","Y","Y","Y",,,,,,,"Y",,,"Y","meubles et nourriture",$202024.00
"119029403RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$300.00
"119029957RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$65000.00
"119030492RR0001",2024-10-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOOD, TRANSP, MARKETIN",$22908.00
"119030534RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,"Y","ARTIFACTS",$128942.00
"119030633RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","STORAGE",$4500.00
"119030732RR0001",2024-6-30 00:00:00,"27",,,,,,,"Y",,,,,,,,
"119030799RR0001",2024-5-31 00:00:00,"27","Y",,"Y",,,,,,,,"Y",,"Y","Show ticket returns",$40902.00
"119030831RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,"Y",,,,,,,$20053.00
"119030963RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$2849.00
"119031524RR0001",2024-9-30 00:00:00,"27",,,,,,,,"Y","Y",,,,,,$11791218.00
"119031730RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,,,,,$948.00
"119032035RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,"Y",,,"Y",,,,$131492.00
"119032357RR0001",2024-4-30 00:00:00,"27",,,,,,,,,,,,,"Y","Cut Fabric",$215.00
"119032654RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y","Y","FILES,FISHING ACCESSORIES FOR AUCTION",$960.00
"119033348RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$3317.00
"119033561RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","VACUUM CLEANER",$438.00
"119034437RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","OFFICE SUPPLIES, MAINTENANCE SUPPLIES",$148.00
"119034445RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SPORT EQUIPMENT",$1288.00
"119034643RR0001",2024-4-30 00:00:00,"27",,,,,,,,,,,,"Y",,,$8101.00
"119035053RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","EGGS, CHRISTMAS TOYS COOP PREPACKAGED BAGS FOR FOOD BANK",$807.00
"119035434RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,"Y",,,,$36906.00
"119035947RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,"Y",,"Y",,"Y","Y","TOYS, REAL PROPERTY",$259175.00
"119035970RR0001",2024-4-30 00:00:00,"27","Y",,,,,,"Y",,,,"Y",,,,$78602.00
"119035988RR0001",2024-4-30 00:00:00,"27","Y",,,,,,"Y",,,"Y",,"Y",,,$6424709.00
"119036390RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS",$525.00
"119036408RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$970.00
"119036580RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","MILEAGE, DONATED LABOR",$167610.00
"119036796RR0001",2024-6-30 00:00:00,"27","Y",,,"Y",,,"Y",,,,,,,,$4935.00
"119036929RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$65226.00
"119037042RR0001",2024-3-31 00:00:00,"27",,,,,,,"Y",,,,,,"Y","Tapestry",$1034.00
"119037638RR0001",2024-3-31 00:00:00,"27",,,,,,,,,"Y","Y",,,,,$19285.00
"119038263RR0001",2024-3-31 00:00:00,"27","Y",,"Y","Y",,,"Y",,,"Y","Y","Y","Y","Livestock",$199055.00
"119038370RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$1686.00
"119038438RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y","Y","GAMES, TOYS, CLOCKS, GIFT CARD",$4265.00
"119038743RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","LARGER AMOUNTS OF FOOD FOR FOOD BANK",$489.00
"119038784RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","Shelving units",$7205.00
"119039089RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","SUPPLIES, STATIONARY",$1728.00
"119039337RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,"Y",,,"Y",,"Y","PAPER/OFFICE SUPPLIES",$1089452.00
"119039493RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$38700.00
"119039568RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","fundraising materials",$72496.00
"119039600RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$1051.00
"119039667RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$400.00
"119040442RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Week of Camp Computer accessory",$785.00
"119040533RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y","Y","CANADIAN RAILWAY ARTEFACTS",$2110.00
"119040822RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","KITCHEN SUPPLIES CLEANING SUPPLIES",$80.00
"119040855RR0001",2024-12-31 00:00:00,"27",,,,,"Y",,,,,,,,,,$2150.00
"119041325RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$2327.00
"119041457RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","program supplies",$500.00
"119042174RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,"Y",,,,$27792.00
"119042299RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","EXPENSE REIMBURSEMENT",$258796.00
"119042489RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,"Y","LIFE INSURANCE PREMIUMS",$228281.00
"119042851RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Prayers, Langars, and Weddings",$25500.00
"119043206RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GIFT CARDS",$128960.00
"119043685RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","MUSIC INTSTRUMENT",$4521.00
"119044071RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$740974.00
"119044097RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","DENRÉES ALIMENTAIRES",$666087.00
"119044196RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,"Y",,,,,,,"Y","Supplies: office, church, ground maintenance, fund raisers, music-sheet",$2657.00
"119044287RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","BABY FORMULA AND SUPPLIES",$4108.00
"119044311RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","School supplies, coats, toys etc",$7234.00
"119044683RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","GRASS & SNOW REMOVAL",$8500.00
"119044741RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$66059.00
"119045243RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$800.00
"119045268RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Gift cards, Event tickets, Household supplies",$43598.00
"119045714RR0001",2024-9-30 00:00:00,"27",,"Y",,"Y",,,,,,,,,"Y","TV, Coffee",$8550.00
"119045722RR0001",2024-12-31 00:00:00,"27",,,,"Y",,,,,,,,,,,$3500.00
"119045953RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,"Y",,,$1600.00
"119046118RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SNOW CLEARING, GARDEN PLANTS.",$459.00
"119046399RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","MILEAGE/SUPPLIES/LAB",$7027.00
"119048049RR0001",2024-3-31 00:00:00,"27","Y",,,,,,"Y",,,,"Y",,,,$615280.00
"119048106RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,"Y",,,"Y","Y",,"Y","PRINTED MATERIALS & TICKETS - SPORTING EVENTS/FLIGHTS",$5943977.00
"119048205RR0001",2024-3-31 00:00:00,"27",,,,,,,,"Y",,,"Y",,,,$14549.00
"119048692RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$13009.00
"119049450RR0001",2024-8-31 00:00:00,"27","Y",,,,"Y",,,,,"Y",,,,,$1630768.00
"119049500RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$16300.00
"119049518RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,"Y",,,,,,,,,,$14000.00
"119049526RR0001",2024-3-31 00:00:00,"27","Y",,,,"Y",,,,,,"Y","Y",,,$10448161.00
"119049617RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$255580.00
"119049682RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","COSMETICS",$2572.00
"119049807RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,"Y","Y",,,,$41658.00
"119049989RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","REFER TO ITEM#4 OF FINANCIAL STATEMENT - MISCELLANEOUS WORK",$8118.00
"119050201RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ESSENCE, LOCATION VOITURE, PLOMBERIE",$795.00
"119050441RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$2267.00
"119050466RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$3740.00
"119050672RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","WHEELCHAIRS,ADVERTISING,TV,",$13332.00
"119050813RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","Gift Certificates / Auction Items",
"119050862RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","ANGELS DONATIONS TO FAMILIES",$13847.00
"119050912RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,"Y",,"Y",,,,,$87366.00
"119051001RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y",,$750.00
"119051142RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Plant",$37.00
"119051217RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$458433.00
"119051449RR0001",2024-6-30 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$1551927.00
"119051910RR0001",2024-7-31 00:00:00,"27",,,,,,,,,,,,,"Y","Musical arrangements, recordings",$4500.00
"119051936RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GIFTCARDS, EVENTS",$7163.00
"119051944RR0001",2024-4-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$726615.00
"119053130RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","FOOD AND SUPPLIES",$68573.00
"119053502RR0001",2024-5-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$266.00
"119053908RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,
"119054310RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,"Y","Musical instruments.",$121029.00
"119055747RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$2367.00
"119056307RR0001",2024-3-31 00:00:00,"27",,,,,,,,"Y",,,,,,,$1694.00
"119057180RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,"Y","Y","Y",,,,$693063.00
"119057370RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y","Y","AUCTION ITEMS",$26832.00
"119057586RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$11352.00
"119057677RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","ADVERTISING, ETC.",$42432.00
"119058154RR0001",2024-4-30 00:00:00,"27",,,,,,,,,,,,"Y",,,$97066.00
"119058188RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1037.00
"119058576RR0001",2024-9-30 00:00:00,"27",,"Y",,,,,,,,,,,"Y","Bookkeeping accounting",$10000.00
"119058659RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","SIGN HOLDERS",$125.00
"119058691RR0001",2024-4-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$321049.00
"119058709RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$36072.00
"119058923RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SILENT AUCTION",$4013.00
"119059103RR0001",2024-12-31 00:00:00,"27",,,,,,,,"Y",,,,,"Y","GIFT CARD + TRAVEL",$3805.00
"119059285RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOOD",$267.00
"119059756RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","OFFICE RENT",$600.00
"119059772RR0001",2024-1-1 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$2949.00
"119059863RR0001",2024-6-30 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y",,$6500.00
"119060267RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","FACILITY USE",$50.00
"119060325RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","hockey tickets, garden relates supplies and restaurant certificate",$503.00
"119060895RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$2888.00
"119061075RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$3031.00
"119061240RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","CHRISTMAS GIFT BASKETS",$178589.00
"119061299RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$13171.00
"119061323RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PLANTS",$187.00
"119061844RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$964.00
"119062438RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$381273.00
"119062545RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$3743.00
"119062834RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,"Y",,,"Y","Craft Supplies",$941.00
"119063105RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","hockey pucks",$200.00
"119064350RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","LIFE INSURANCE",$47757.00
"119064392RR0001",2024-2-28 00:00:00,"27",,,,,,,,,,,,,"Y","LAND RENT",$1530.00
"119065696RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","craft supplies and Christmas hamper items.",$304.00
"119066181RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","TRANSPORT/LODGING",$6541.00
"119066314RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","food",$10509.00
"119066413RR0001",2024-12-31 00:00:00,"27","Y",,,"Y","Y",,,,,"Y",,"Y",,,$234513.00
"119066462RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","FACILITY RENT, STORAG",$3511.00
"119066694RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Electronic locks for 5 office doors",$1250.00
"119066827RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","RENT",$3000.00
"119068377RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,"Y",,,,$587960.00
"119068435RR0001",2024-6-30 00:00:00,"27",,,,,,,"Y",,,,"Y",,"Y","BARTER DOLLARS",$78695.00
"119068526RR0001",2024-4-30 00:00:00,"27","Y",,,,,,,,,"Y",,,"Y","CLEANING PRODUCT",$1817.00
"119068781RR0001",2024-8-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","BUILDING/GARDEN MAINTENANCE, OPERATING EXPENSES",$1204.00
"119068799RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$246.00
"119068823RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,,,,$35791.00
"119068955RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$509417.00
"119068989RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$7344.00
"119069094RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$505.00
"119069516RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","Participation musiciens expérimentés lors de spectacles et camp musical-Don Affiche pub-Traiteur-Don instrument musique",$2275.00
"119069532RR0001",2024-5-31 00:00:00,"27","Y",,,,,,,,,,,,,,$32847.00
"119069789RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","CERTIF. CADEAUX / AUTRES",$4800.00
"119070837RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,"Y","Piano tuning services, karaoke machine, projector, gift basket supplies and gift cards",$1955.00
"119071280RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$4620.00
"119072783RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Microphone",$205.00
"119074136RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","COSMETICS",$480.00
"119074185RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","SIGNS, BOOKS, LAPTOP",$1329.00
"119074722RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","VÊTEMENTS",$5906.00
"119075026RR0001",2024-10-31 00:00:00,"27",,,"Y",,,,,"Y",,,"Y","Y",,,$38934.00
"119075091RR0001",2024-3-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$76527.00
"119075364RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,"Y",,"Y","Out of pocket expenses",$349389.00
"119075463RR0001",2024-7-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$3575.00
"119075547RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$1469814.00
"119076198RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,
"119076354RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SERVICE BULLETINS",$73.00
"119076487RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y","Y","TOYS AND OTHER SMALL SILENT AUCTION ITEMS",$1380.00
"119078210RR0003",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$2047.00
"119078608RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","bicycle, Choices food store gift card",$600.00
"119078756RR0002",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","REMEMBRANCE DAY CROSS; ADVENT CANDLES; HALL SUPPLIES; POSTAGE AND FUNDRAISING SUPPLIES.",$1222.00
"119079929RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","WINE FOR COMMUNION",$188.00
"119080570RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","RENT",$7200.00
"119080786RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,"Y",,,,,$253125.00
"119081032RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Goods and Services",$694.00
"119081321RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,"Y",,,$649.00
"119083996RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,,,$0.00
"119084788RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","Land & Landscaping materials",$60264.00
"119086155RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","maintenance supplies",$630.00
"119086254RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$4200.00
"119087062RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,"Y","ÉQUIPEMENTS D'ENTRAINE",$400.00
"119087724RR0001",2024-9-30 00:00:00,"27",,,"Y",,,,,,,,,,"Y","AUTO REPAIRS, BUS. INSURANCE, CLIENT DENTAL AID",$14241.00
"119087807RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$18145.00
"119088359RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,"Y","Y","tick removal kits",$585.00
"119090686RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","HAND SANITIZER AND GIFT CERTIFIC",$7140.00
"119091809RR0001",2024-7-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$1251.00
"119091825RR0001",2024-3-31 00:00:00,"27",,,,,,,"Y","Y",,,"Y",,,,$1009933.00
"119091940RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,"Y","CLIENT SUPPLIES",$5102.00
"119092336RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$323835.00
"119092815RR0001",2024-6-30 00:00:00,"27","Y",,"Y",,,,,,,,"Y",,"Y",,$8201399.00
"119092906RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Association Membership Fee",$517.00
"119093078RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","OFFICE SUPPLIES",$1684.00
"119093326RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$20367.00
"119094076RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1474.00
"119094407RR0001",2024-3-31 00:00:00,"27",,,,,,,,"Y",,,,,,,$140.00
"119094746RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","CAMP EQUIPMENT",$500.00
"119095016RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","VOUCHERS, EVENT PASSES",$4500.00
"119095065RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,"Y",,,"Y",,"Y","PRIZES AND PREMIUMS",$1688300.00
"119095099RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GROCERIES",$2518.00
"119095750RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","MATERIALS PURCHASED FOR CHURCH PROGRAMS",$669.00
"119095966RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1029.00
"119097038RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,,,$3794.00
"119097624RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","VARIOUS RAFFLE PRIZES",$225.00
"119097814RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$37300.00
"119098200RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$250.00
"119103323RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","SERVICES",$4415.00
"119103430RR0001",2024-3-31 00:00:00,"27",,"Y","Y",,,,,"Y",,,,,,,$6920.00
"119103463RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$91.00
"119103521RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,"Y","Forgiven rental costs",$1747.00
"119103885RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","VINTAGE DENTIST'S DRILL",$430.00
"119104891RR0001",2024-6-30 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$8700.00
"119105146RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$615836.00
"119105187RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$36110.00
"119105344RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$889.00
"119105435RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","SIGNAGE",$200.00
"119105484RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,"Y",,,"Y",,,$98668.00
"119106029RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,"Y","WEBSITE SUBSCRIPTION/PRINTING/SCHOLARSHIP AWARDS",$1113.00
"119106193RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Sports tickets donated for auction, reimbursable expenses donated.",$1681.00
"119106763RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","PRINTING, REPAIRS & MAINTENA",$4411.00
"119107175RR0001",2024-3-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,"Y","LAND DONATION",$1055546.00
"119107308RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,,,$2647.00
"119107373RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$2147.00
"119108033RR0001",2024-7-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$350.00
"119108058RR0001",2024-8-31 00:00:00,"27","Y",,"Y",,,,,,,"Y","Y",,"Y","GIFT WARE",$10784.00
"119108256RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","LAWN CARE + SNOW REMOVAL",$2300.00
"119108264RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","airline tickets, hotel stays",$8178.00
"119108421RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$17841.00
"119108629RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$22052.00
"119108777RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,,,$111794.00
"119108983RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$25541.00
"119109791RR0014",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,"Y",,,"Y","OFFICE SUPPLIES",$16333.00
"119109791RR0019",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","FLOWERS",$5784.00
"119109791RR0033",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,"Y","COOKING, MINISTRY SUPPLIES",$12042.00
"119109791RR0035",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","LABOUR",$8215.00
"119109791RR0039",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","CHURCH ORGAN",$3162.00
"119109817RR0010",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$405701.00
"119109817RR0016",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y",,,$3752.00
"119109817RR0029",2024-12-31 00:00:00,"27",,,,,,,,,,,,,,,$150.00
"119109817RR0035",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$706.00
